name,price,rating,reviews_count,screen_size,processor,ram,storage,gpu,url,image,source
"Lenovo IdeaPad Slim 3 15IRH10 Laptop, Intel Core™ i5-13420H, 16GB Ram, 512GB SSD, Intel® UHD, 15.3"" WUXGA, 83K100QPED - Cosmic Blue","EGP 35,729.00",,,"15.3""",,16GB,512GB SSD,,https://www.jumia.com.eg/lenovo-ideapad-slim-3-15irh10-laptop-intel-coretm-i5-13420h-16gb-ram-512gb-ssd-intelr-uhd-15.3-wuxga-83k100qped-cosmic-blue-134445608.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/6544431/1.jpg?3072,Jumia
Asus Vivobook 14 X1407QA-LY045W Snapdragon X X1 26 100 14” IPS WUXGA 1920 x 1200 pixels Anti-glare 16GB LPDDR5X SSD 512GB Qualcomm Adreno GPU Win 11 Home,"EGP 33,200.00",,,,,,,,https://www.jumia.com.eg/asus-vivobook-14-x1407qa-ly045w-snapdragon-x-x1-26-100-14-ips-wuxga-1920-x-1200-pixels-anti-glare-16gb-lpddr5x-ssd-512gb-qualcomm-adreno-gpu-win-11-home-133833220.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/2338331/1.jpg?0012,Jumia
HP laptop OmniBook 3 Laptop Next Gen AI 15-fn0001ne (C65XSEA),"EGP 34,888.00",,,,,,,,https://www.jumia.com.eg/hp-laptop-omnibook-3-laptop-next-gen-ai-15-fn0001ne-c65xsea-133812892.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/8218331/1.jpg?8864,Jumia
"Lenovo LOQ 15IAX9 ( Core i5-12600HX, 16GB Ram DDR5-4800, 512GB NVMe, VGA Nvidia 6G RTX3050, 15.6 FHD 144Hz, Luna Grey-Win 11 ) 2 Year Warranty","EGP 42,900.00",,,,,16GB,512GB NVMe,RTX3050,https://www.jumia.com.eg/lenovo-loq-15iax9-core-i5-12600hx-16gb-ram-ddr5-4800-512gb-nvme-vga-nvidia-6g-rtx3050-15.6-fhd-144hz-luna-grey-win-11-2-year-warranty-133995947.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/9599331/1.jpg?3551,Jumia
Lenovo LAPTOP-ideapad slim315IRH10 I7 13620H 16 512SSD 83K100F0ED+bag+mouse GREY,"EGP 41,666.00",,,,,,,,https://www.jumia.com.eg/lenovo-laptop-ideapad-slim315irh10-i7-13620h-16-512ssd-83k100f0edbagmouse-grey-134114799.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/7411431/1.jpg?5358,Jumia
Asus Vivobook 15 X1504VA-BQ4615W Intel Core 5 120U 512GB M.2 NVMe PCIe 4.0 SSD 8GB DDR5 on board Ram Intel Graphics 15.6'' Inch FHD (1920 x 1080) 16:9 aspect ratio LED Backlit IPS-level Panel Refresh Anti-glare display Windows 11 Home - Cool Silver,"EGP 28,899.00",,,,,,,,https://www.jumia.com.eg/asus-vivobook-15-x1504va-bq4615w-intel-core-5-120u-512gb-m.2-nvme-pcie-4.0-ssd-8gb-ddr5-on-board-ram-intel-graphics-15.6-inch-fhd-1920-x-1080-169-aspect-ratio-led-backlit-ips-level-panel-refresh-anti-glare-display-windows-11-home-cool-silver-134412217.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/2214431/1.jpg?3275,Jumia
"HP ProBook 460 G11 Laptop Intel Core Ultra 7 155H 512GB SSD 8GB Ram 16"" Inch WUXGA - Pike silver","EGP 45,299.00",,,"16""",,8GB,512GB SSD,,https://www.jumia.com.eg/hp-probook-460-g11-laptop-intel-core-ultra-7-155h-512gb-ssd-8gb-ram-16-inch-wuxga-pike-silver-134041973.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/9140431/1.jpg?1835,Jumia
"MSI Raider 18 HX AI A2XWJG (NVIDIA® GeForce RTX™ 5090 Laptop GPU, GDDR7 24GB)","EGP 256,355.00",,,,,,,,https://www.jumia.com.eg/msi-raider-18-hx-ai-a2xwjg-nvidiar-geforce-rtxtm-5090-laptop-gpu-gddr7-24gb-133751977.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/9157331/1.jpg?1143,Jumia
"DELL DELL Precision 3580 Mobile Workstation Laptop - 15.6"" FHD, Intel i7-1370P, 32GB RAM, 1TB SSD","EGP 49,999.00",,,"15.6""",,32GB,1TB SSD,,https://www.jumia.com.eg/dell-dell-precision-3580-mobile-workstation-laptop-15.6-fhd-intel-i7-1370p-32gb-ram-1tb-ssd-120519450.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/4915021/1.jpg?7713,Jumia
Asus TUF Gaming F16 FX607VJB-RL165W Gaming Laptop Intel Core 5 210H 512GB SSD 16GB Ram Nvidia GeForce RTX 3050 6GB 16 inch'' FHD+ Win.11 - Mecha Gray,"EGP 42,999.00",,,"16""",,16GB,512GB SSD,RTX 3050,https://www.jumia.com.eg/asus-tuf-gaming-f16-fx607vjb-rl165w-gaming-laptop-intel-core-5-210h-512gb-ssd-16gb-ram-nvidia-geforce-rtx-3050-6gb-16-inch-fhd-win.11-mecha-gray-134035806.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/8530431/1.jpg?4516,Jumia
Lenovo LAPTOP-GAMING- LOQ 15IRx9 I5 13450HX 16G 512SSD RTX3050 6G 83DV01BCAX GREY,"EGP 45,888.00",,,,,,,RTX3050,https://www.jumia.com.eg/lenovo-laptop-gaming-loq-15irx9-i5-13450hx-16g-512ssd-rtx3050-6g-83dv01bcax-grey-134115074.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/0511431/1.jpg?8239,Jumia
HP Victus 15-fa2035ne Laptop - Intel Core™ i7-13620H - 16GB - 512GB SSD - NVIDIA GeForce RTX™ 4050 6GB - 15.6 FHD 144Hz - Mica Silver,"EGP 56,899.00",,,,,,512GB SSD,,https://www.jumia.com.eg/hp-victus-15-fa2035ne-laptop-intel-coretm-i7-13620h-16gb-512gb-ssd-nvidia-geforce-rtxtm-4050-6gb-15.6-fhd-144hz-mica-silver-134451089.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/0154431/1.jpg?1440,Jumia
HP Laptop 14-em0003ne (D00Z3EA),"EGP 31,969.00",,,,,,,,https://www.jumia.com.eg/hp-laptop-14-em0003ne-d00z3ea-134439862.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/8934431/1.jpg?6406,Jumia
Lenovo LAPTOP--GAMING- LOQ 15IRx9 I5 13450HX 24G 512SSD RTX3050 6GB 83DV012HED GREY+MOUSE,"EGP 50,888.00",,,,,,,RTX3050,https://www.jumia.com.eg/lenovo-laptop-gaming-loq-15irx9-i5-13450hx-24g-512ssd-rtx3050-6gb-83dv012hed-greymouse-133851951.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/9158331/1.jpg?1767,Jumia
"Asus TUF F16 FX608JHR-RV057W ( Core i7-14650HX, 16G Ram DDR5, 512GB NVMe, VGA Nvidia 8G RTX 5050, 16"" FHD+ IPS 165Hz, Win 11 Jaeger Gray)","EGP 69,800.00",,,"16""",,,512GB NVMe,RTX 5050,https://www.jumia.com.eg/asus-tuf-f16-fx608jhr-rv057w-core-i7-14650hx-16g-ram-ddr5-512gb-nvme-vga-nvidia-8g-rtx-5050-16-fhd-ips-165hz-win-11-jaeger-gray-134071877.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/8170431/1.jpg?8453,Jumia
"Asus Asus Vivobook 16 X1605VA-OACH565W - Intel® Core™ i5-13420H - Intel UHD Graphics - 16GB DDR4 ( 8GB on board + 8GB SO-DIMM ) - 512GB M.2 - 16"" FHD OLED 60Hz 195% DCI-P3 300nits - Windows 11.","EGP 33,899.00",,,"16""",,,,Intel UHD,https://www.jumia.com.eg/asus-asus-vivobook-16-x1605va-oach565w-intelr-coretm-i5-13420h-intel-uhd-graphics-16gb-ddr4-8gb-on-board-8gb-so-dimm-512gb-m.2-16-fhd-oled-60hz-195-dci-p3-300nits-windows-11.-134007299.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/2700431/1.jpg?1653,Jumia
"DELL Vostro 15 3530 – Core i5-1334U, 8G Ram DDR4-3200- 512G NVMe, 15.6FHD 120Hz, Carbon Black","EGP 28,100.00",,,,,,,,https://www.jumia.com.eg/dell-vostro-15-3530-core-i5-1334u-8g-ram-ddr4-3200-512g-nvme-15.6fhd-120hz-carbon-black-133870383.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/3078331/1.jpg?3872,Jumia
"Asus Vivobook 16 X1607QA-MB155W ( Snapdragon X X1 26 100, 16G Ram LPDDR5X, 512G NVMe, Qualcomm Adreno GPU, 16.0 WUXGA, Win11- Cool Silver ) 90NB15Z2-M003T0","EGP 37,100.00",,,,,,,,https://www.jumia.com.eg/asus-vivobook-16-x1607qa-mb155w-snapdragon-x-x1-26-100-16g-ram-lpddr5x-512g-nvme-qualcomm-adreno-gpu-16.0-wuxga-win11-cool-silver-90nb15z2-m003t0-134469009.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/0964431/1.jpg?6409,Jumia
"Lenovo Legion 5 15IRX10 – Core i7-13650HX, 2x 12GB Ram DDR5-4800, 512GB NVMe, VGA Nvidia RTX 5050 8GB GDDR7, 15.3 WUXGA 165Hzـ Win 11- Eclipse Black -2 Year Warranty","EGP 71,800.00",,,,,12GB,512GB NVMe,RTX 5050,https://www.jumia.com.eg/lenovo-legion-5-15irx10-core-i7-13650hx-2x-12gb-ram-ddr5-4800-512gb-nvme-vga-nvidia-rtx-5050-8gb-gddr7-15.3-wuxga-165hz-win-11-eclipse-black-2-year-warranty-133846736.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/7648331/1.jpg?3207,Jumia
"Lenovo Legion Pro 7 16IAX10H Gaming Laptop Intel Core Ultra 9 275HX 64GB RAM 2TB SSD RTX 5080 16GB, 16-inch WQXGA 240Hz,100% sRGB with G-Sync Win11","EGP 201,759.03",,,"16""",,64GB,2TB SSD,RTX 5080,https://www.jumia.com.eg/lenovo-legion-pro-7-16iax10h-gaming-laptop-intel-core-ultra-9-275hx-64gb-ram-2tb-ssd-rtx-5080-16gb-16-inch-wqxga-240hz100-srgb-with-g-sync-win11-134029463.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/4920431/1.jpg?6273,Jumia
"Lenovo IdeaPad Slim 3 15IRH10 ( Core i7-13620H-16G Ram DDR5-4800-512GB NVMe-15.3 Inch WUXGA,Luna Grey ) Lenovo WL310 Bluetooth Silent Mouse + Lenovo 16-inch Laptop Topload T210 Black (ECO) + 2 Year Warranty","EGP 43,500.00",,,"15.3""",,,512GB NVMe,,https://www.jumia.com.eg/lenovo-ideapad-slim-3-15irh10-core-i7-13620h-16g-ram-ddr5-4800-512gb-nvme-15.3-inch-wuxgaluna-grey-lenovo-wl310-bluetooth-silent-mouse-lenovo-16-inch-laptop-topload-t210-black-eco-2-year-warranty-133290467.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/4092331/1.jpg?5122,Jumia
"Asus Vivobook S14 S3407QA-SF067W Snapdragon X X1 26 100 512GB M.2 NVMe™ PCIe 4.0 SSD 16GB LPDDR5X on board Max Total system memory Ram Qualcomm Adreno GPU 14"" inch 2.5K WQXGA IPS-level Panel,60Hz refresh rate,Anti-glare display,Win.11 - Cool Silver","EGP 39,850.00",,,"14""",,,,,https://www.jumia.com.eg/asus-vivobook-s14-s3407qa-sf067w-snapdragon-x-x1-26-100-512gb-m.2-nvmetm-pcie-4.0-ssd-16gb-lpddr5x-on-board-max-total-system-memory-ram-qualcomm-adreno-gpu-14-inch-2.5k-wqxga-ips-level-panel60hz-refresh-rateanti-glare-displaywin.11-cool-silver-134408798.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/7804431/1.jpg?8319,Jumia
"MSI Vector 17 HX AI A2XWJG Gaming Laptop Intel Core Ultra 9 275HX 1TB SSD 32GB DDR5 6400 RAM Nvidia GeForce RTX 5090 24GB 17"" Inch QHD+(2560x1600) 240Hz IPS-Level Windows 11 Home - Cosmos Gray","EGP 201,999.00",,,"17""",,,1TB SSD,RTX 5090,https://www.jumia.com.eg/msi-vector-17-hx-ai-a2xwjg-gaming-laptop-intel-core-ultra-9-275hx-1tb-ssd-32gb-ddr5-6400-ram-nvidia-geforce-rtx-5090-24gb-17-inch-qhd2560x1600-240hz-ips-level-windows-11-home-cosmos-gray-134491912.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/9194431/1.jpg?8844,Jumia
"HP Victus 15-fa2013dx Intel Core i5-13420H - NVIDIA RTX 3050 6GB - 8GB DDR4 3200Mhz - 512GB SSD - 15.6"" FHD 144Hz - Win 11","EGP 41,999.00",,,"15.6""",Intel Core i5-13420H - NVIDIA RTX 3050 6GB - 8GB DDR4 3200Mhz - 512GB SSD - 15,,512GB SSD,RTX 3050,https://www.jumia.com.eg/hp-victus-15-fa2013dx-intel-core-i5-13420h-nvidia-rtx-3050-6gb-8gb-ddr4-3200mhz-512gb-ssd-15.6-fhd-144hz-win-11-134253752.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/7352431/1.jpg?2637,Jumia
"Lenovo IdeaPad 3 14IML05 Intel Core i5-10210U 1TB HDD 5400rpm 2.5 4GB Soldered DDR4-2666 Ram Intel UHD Graphics 14"" FHD TN 220nits Anti-glare -FreeDOS-81WA00L0AD - Platinum Grey","EGP 20,999.00",,,"14""",Intel Core i5-10210U 1TB HDD 5400rpm 2,,1TB HDD,Intel UHD,https://www.jumia.com.eg/lenovo-ideapad-3-14iml05-intel-core-i5-10210u-1tb-hdd-5400rpm-2.5-4gb-soldered-ddr4-2666-ram-intel-uhd-graphics-14-fhd-tn-220nits-anti-glare-freedos-81wa00l0ad-platinum-grey-134462662.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/6264431/1.jpg?9342,Jumia
"Asus TUF Gaming A15 FA506NCG-HN807W ( AMD Ryzen 7-7445HS, 8GB Ram DDR5, 512GB NVMe, VGA Nvidia 4G RTX3050, 15.6 FHD 144Hz, Win11-Black )","EGP 40,400.00",,,,Ryzen 7-7445HS,8GB,512GB NVMe,RTX3050,https://www.jumia.com.eg/asus-tuf-gaming-a15-fa506ncg-hn807w-amd-ryzen-7-7445hs-8gb-ram-ddr5-512gb-nvme-vga-nvidia-4g-rtx3050-15.6-fhd-144hz-win11-black-133995109.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/1599331/1.jpg?3578,Jumia
Fujitsu Lifebook U9311 - I7 1185G7-16GB-512GB SSD- Win 10 - Red,"EGP 59,999.00",,,,,,512GB SSD,,https://www.jumia.com.eg/fujitsu-lifebook-u9311-i7-1185g7-16gb-512gb-ssd-win-10-red-44750314.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/305744/1.jpg?7410,Jumia
"Lenovo ThinkPad E14 Gen 7 ( Intel Core Ultra 7 255H, 16GB Ram DDR5-5600, 512GB NVMe, 14 WUXGA, Black ) Bag - 21SX0066GR","EGP 63,000.00",,,,,16GB,512GB NVMe,,https://www.jumia.com.eg/lenovo-thinkpad-e14-gen-7-intel-core-ultra-7-255h-16gb-ram-ddr5-5600-512gb-nvme-14-wuxga-black-bag-21sx0066gr-134224178.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/1422431/1.jpg?5553,Jumia
Acer Predator Helios Neo 16 PHN16-72-99PA – Intel Core i9-14900HX – NVIDIA GeForce RTX 4060 8GB – 16” WUXGA 165Hz IPS – 16GB DDR5 RAM – 1TB PCIe SSD – Windows 11 Home – RGB Backlit English Keyboard – Black,"EGP 85,999.00",,,,Intel Core i9-14900HX,,,RTX 4060,https://www.jumia.com.eg/acer-predator-helios-neo-16-phn16-72-99pa-intel-core-i9-14900hx-nvidia-geforce-rtx-4060-8gb-16-wuxga-165hz-ips-16gb-ddr5-ram-1tb-pcie-ssd-windows-11-home-rgb-backlit-english-keyboard-black-133938903.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/9839331/1.jpg?2999,Jumia
"Lenovo LOQ 15IRX9 Gaming Laptop - 13th Intel Core i7-13650HX 14 Cores, AI Chip: LA1, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD (1920x1080) IPS 300nits 144Hz grey 83DV000DAX","EGP 56,555.00",,,"15.6""",Intel Core i7-13650HX 14 Cores,,512GB SSD,RTX 4050,https://www.jumia.com.eg/lenovo-loq-15irx9-gaming-laptop-13th-intel-core-i7-13650hx-14-cores-ai-chip-la1-nvidia-geforce-rtx-4050-6gb-gddr6-graphics-16gb-ddr5-ram-512gb-ssd-15.6-fhd-1920x1080-ips-300nits-144hz-grey-83dv000dax-134041207.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/2140431/1.jpg?8782,Jumia
"Asus TUF Gaming A16 2025 FA608PM-RV169W Gaming Laptop, AMD Ryzen 9 8940HX 1TB SSD 16GB RAM 16 Inch WUXGA IPS NVIDIA GeForce RTX 5060 8GB GDDR7 Windows 11 Grey","EGP 82,449.03",,,"16""",Ryzen 9 8940HX 1TB SSD 16GB RAM 16 Inch WUXGA IPS NVIDIA GeForce RTX 5060 8GB GDDR7 Windows 11 Grey,16GB,1TB SSD,RTX 5060,https://www.jumia.com.eg/asus-tuf-gaming-a16-2025-fa608pm-rv169w-gaming-laptop-amd-ryzen-9-8940hx-1tb-ssd-16gb-ram-16-inch-wuxga-ips-nvidia-geforce-rtx-5060-8gb-gddr7-windows-11-grey-133944152.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/1449331/1.jpg?3652,Jumia
MSI LAPTOP Katana 15 HX B14WEK Black Intel Core i7-14650HX RAM 16G DDR5 8GB*2 SSD 512 GB NVMe PCIe VGA NVIDIA GeForce RTX 5050 8GB 15.6 QHD 165Hz Win 11 Home A,"EGP 58,999.00",,,,Intel Core i7-14650HX RAM 16G DDR5 8GB,,512 GB NVMe,RTX 5050,https://www.jumia.com.eg/msi-laptop-katana-15-hx-b14wek-black-intel-core-i7-14650hx-ram-16g-ddr5-8gb2-ssd-512-gb-nvme-pcie-vga-nvidia-geforce-rtx-5050-8gb-15.6-qhd-165hz-win-11-home-a-134101856.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/8101431/1.jpg?4552,Jumia
Lenovo IdeaPad Slim 3 – 83K100F1ED – i7-13620H – 8GB DDR5 – 512GB SSD – 15.3 INCH WUXGA,"EGP 36,500.00",,,"15.3""",,,512GB SSD,,https://www.jumia.com.eg/lenovo-ideapad-slim-3-83k100f1ed-i7-13620h-8gb-ddr5-512gb-ssd-15.3-inch-wuxga-134452014.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/0254431/1.jpg?6672,Jumia
"HP LAPTOP AI 15-fd2000ne , Intel Core Ultra 5 225U Processor, 15.6 Inch FHD Display, 512 GB SSD, 16 GB RAM DDR5, Intel Integrated Intel Graphics, Win11 Home, Natural Silver - C53H6EA","EGP 38,999.00",,,"15.6""",,16GB,512 GB SSD,,https://www.jumia.com.eg/hp-laptop-ai-15-fd2000ne-intel-core-ultra-5-225u-processor-15.6-inch-fhd-display-512-gb-ssd-16-gb-ram-ddr5-intel-integrated-intel-graphics-win11-home-natural-silver-c53h6ea-134439913.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/9934431/1.jpg?7291,Jumia
Lenovo LOQ 15AHP10 Gaming Laptop with LA1 Ai Chip NVIDIA GeForce RTX 5060 8GB AMD Ryzen 7 250 15.6 Inch FHD IPS 144Hz 100% sRGB with G-Sync 16GB DDR5 RAM 512GB PCIe SSD HD Camera Backlit Keyboard Luna Grey,"EGP 59,945.03",,,"15.6""",Ryzen 7 250 15,,,RTX 5060,https://www.jumia.com.eg/lenovo-loq-15ahp10-gaming-laptop-with-la1-ai-chip-nvidia-geforce-rtx-5060-8gb-amd-ryzen-7-250-15.6-inch-fhd-ips-144hz-100-srgb-with-g-sync-16gb-ddr5-ram-512gb-pcie-ssd-hd-camera-backlit-keyboard-luna-grey-133949552.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/5949331/1.jpg?4597,Jumia
MSI Katana 15 HX B14WEK Laptop Intel Core i714700HX 16GB 512GB SSD NVIDIA GeForce RTX 5050 8GB 15.6 QHD 165Hz Win11 Black,"EGP 59,999.00",,,,Intel Core i714700HX 16GB 512GB SSD NVIDIA GeForce RTX 5050 8GB 15,,512GB SSD,RTX 5050,https://www.jumia.com.eg/msi-katana-15-hx-b14wek-laptop-intel-core-i714700hx-16gb-512gb-ssd-nvidia-geforce-rtx-5050-8gb-15.6-qhd-165hz-win11-black-134426375.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/3624431/1.jpg?7633,Jumia
"Asus Zenbook 14 UM3406GA-QL157W ( AMD Ryzen AI 7 445, 16G Ram LPDDR5X, 512G NVMe, 14.0 WUXGA OLED Touch, Win 11- Jade Black ) Sleeve - 90NB17R2-M00DC0","EGP 67,000.00",,,,,,,,https://www.jumia.com.eg/asus-zenbook-14-um3406ga-ql157w-amd-ryzen-ai-7-445-16g-ram-lpddr5x-512g-nvme-14.0-wuxga-oled-touch-win-11-jade-black-sleeve-90nb17r2-m00dc0-134467576.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/5764431/1.jpg?9886,Jumia
Apple MacBook Air 13 M4 10C CPU 8C GPU / 16GB / 256GB / AR / sky blue,"EGP 61,900.00",,,,,,,,https://www.jumia.com.eg/apple-macbook-air-13-m4-10c-cpu-8c-gpu-16gb-256gb-ar-sky-blue-133471343.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/3174331/1.jpg?4170,Jumia
"Lenovo LOQ 15AHP10 Laptop AMD Ryzen™ 7 250, 16GB Ram, 512GB SSD, NVIDIA® GeForce RTX™ 5060, 15.6"" FHD, 83JG0095ED - Luna Grey","EGP 63,949.00",,,"15.6""",,16GB,512GB SSD,,https://www.jumia.com.eg/lenovo-loq-15ahp10-laptop-amd-ryzentm-7-250-16gb-ram-512gb-ssd-nvidiar-geforce-rtxtm-5060-15.6-fhd-83jg0095ed-luna-grey-134482876.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/8284431/1.jpg?6444,Jumia
"Asus Vivobook 15 X1504VA-BQ4615W ( Intel Core 5 120U, 8G Ram DDR5, 512G NVMe, 15.6 FHD, Win11-Cool Silver ) 90NB13Y2-M02ELO","EGP 25,100.00",,,,,,,,https://www.jumia.com.eg/asus-vivobook-15-x1504va-bq4615w-intel-core-5-120u-8g-ram-ddr5-512g-nvme-15.6-fhd-win11-cool-silver-90nb13y2-m02elo-134515003.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/0515431/1.jpg?0307,Jumia
MSI LAPTOP Summit 16 AI Evo A2HMTG CPU Ultra 7 255H RAM LP DDR5 16GB SSD 1TB NVMe Intel Arc Graphics 16 QHD 165 hz Touchscreen IPS Windows 11,"EGP 60,699.00",,,,,,16GB SSD,,https://www.jumia.com.eg/msi-laptop-summit-16-ai-evo-a2hmtg-cpu-ultra-7-255h-ram-lp-ddr5-16gb-ssd-1tb-nvme-intel-arc-graphics-16-qhd-165-hz-touchscreen-ips-windows-11-134102508.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/5201431/1.jpg?0370,Jumia
"DELL Laptop inspiron 14 7440 2 in 1 Laptop, 14 Inch FHD Touch, Intel Core 5 120U, 8GB RAM, 512GB SSD, Intel Graphics, Windows 11 - Ice Blue","EGP 45,333.00",,,"14""",,8GB,512GB SSD,,https://www.jumia.com.eg/dell-laptop-inspiron-14-7440-2-in-1-laptop-14-inch-fhd-touch-intel-core-5-120u-8gb-ram-512gb-ssd-intel-graphics-windows-11-ice-blue-133560435.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/4065331/1.jpg?3690,Jumia
Lenovo LAPTOP-GAMING- LOQ-15IRX9-I7-13650HX 16G-512SSD-RTX3050 6GB 83DV000EAX GREY,"EGP 52,999.00",,,,,,,RTX3050,https://www.jumia.com.eg/lenovo-laptop-gaming-loq-15irx9-i7-13650hx-16g-512ssd-rtx3050-6gb-83dv000eax-grey-134052328.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/3250431/1.jpg?1403,Jumia
"HP VICTUS 16-R1078NE ( Core i5-14450HX, 16GB Ram DDR5-5600, 512GB NVMe, VGA Nvidia RTX 3050 6GB, 16.1 FHD 144Hz, Mica Silver )","EGP 44,566.00",,,,,16GB,512GB NVMe,RTX 3050,https://www.jumia.com.eg/hp-victus-16-r1078ne-core-i5-14450hx-16gb-ram-ddr5-5600-512gb-nvme-vga-nvidia-rtx-3050-6gb-16.1-fhd-144hz-mica-silver-134180229.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/2081431/1.jpg?8885,Jumia
"Asus ROG Strix G16 G614PH-RV161W - AMD Ryzen 9 8940HX - NVIDIA GeForce RTX 5050 8GB - 16GB DDR5-5200 - 1TB PCIe® 4.0 NVMe - 16' FHD (1920 x 1200, WUXGA) IPS 165Hz 100% SRGB - Windows 11","EGP 81,665.00",,,,Ryzen 9 8940HX - NVIDIA GeForce RTX 5050 8GB - 16GB DDR5-5200 - 1TB PCIe,,,RTX 5050,https://www.jumia.com.eg/asus-rog-strix-g16-g614ph-rv161w-amd-ryzen-9-8940hx-nvidia-geforce-rtx-5050-8gb-16gb-ddr5-5200-1tb-pcier-4.0-nvme-16-fhd-1920-x-1200-wuxga-ips-165hz-100-srgb-windows-11-134412187.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/1214431/1.jpg?2546,Jumia
"Asus TUF Gaming A15 FA506NCQ-HN167W - AMD Ryzen 7 170 - NVIDIA GeForce RTX 3050 4GB - 16GB DDR5 4800Hz - 512GB Nvme GEN 4 - 15.6"" IPS FHD 144Hz 45% NTSC - Windows 11","EGP 43,775.00",,,"15.6""",Ryzen 7 170 - NVIDIA GeForce RTX 3050 4GB - 16GB DDR5 4800Hz - 512GB Nvme GEN 4 - 15,,512GB Nvme,RTX 3050,https://www.jumia.com.eg/asus-tuf-gaming-a15-fa506ncq-hn167w-amd-ryzen-7-170-nvidia-geforce-rtx-3050-4gb-16gb-ddr5-4800hz-512gb-nvme-gen-4-15.6-ips-fhd-144hz-45-ntsc-windows-11-134395029.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/0593431/1.jpg?2933,Jumia
"Asus Vivobook 16 X1605VA-ACH007W ( Core i7 13620H, 16GB Ram DDR4, 512GB NVMe, 16 Inch FHD, Win11- Cool Silver ) Wired Mouse (USB)+Backpack - 90NB10N2-M02U20","EGP 36,000.00",,,"16""",,16GB,512GB NVMe,,https://www.jumia.com.eg/asus-vivobook-16-x1605va-ach007w-core-i7-13620h-16gb-ram-ddr4-512gb-nvme-16-inch-fhd-win11-cool-silver-wired-mouse-usbbackpack-90nb10n2-m02u20-134468364.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/3864431/1.jpg?3417,Jumia
